,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area,living_total_ratio,rooms_per_total_area,storey_ratio
2746,Tretiakovskaia,450000,5,walk,agency,0,34,5.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,1.0
2747,Smolenskaia,700000,7,walk,agency,0,30,4.0,5.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.8
2748,Kitai-gorod,250000,12,walk,agency,0,31,3.0,4.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.75
2749,Lubianka,570000,3,walk,agency,0,69,2.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4
2750,Sokol,155000,11,walk,agency,0,37,4.0,23.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.17391304347826086
2751,Kuntcevskaia,330000,12,walk,agency,0,35,18.0,25.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.72
2752,Pushkinskaia,200000,5,walk,agency,0,14,2.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4
2753,Arbatskaia,1502803,9,walk,agency,0,32,6.0,8.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.75
2754,Smolenskaia,225000,10,walk,agency,0,16,6.0,16.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.375
2755,Trubnaia,150000,5,walk,agency,0,31,2.0,3.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.6666666666666666
2756,Park kultury,420000,6,walk,agency,0,2,5.0,6.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.8333333333333334
2757,Trubnaia,1000000,6,walk,agency,0,181,4.0,6.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.6666666666666666
2758,Mezhdunarodnaia,645000,6,walk,agency,0,10,24.0,76.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3157894736842105
2759,Tretiakovskaia,165000,7,walk,agency,0,5,3.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6
2760,Novokuznetckaia,290000,3,walk,agency,0,8,10.0,12.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8333333333333334
2761,Kurskaia,300000,8,walk,agency,0,67,4.0,7.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5714285714285714
2762,Mezhdunarodnaia,500000,2,walk,agency,0,2,34.0,13.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,2.6153846153846154
2763,Smolenskaia,300000,13,walk,agency,0,49,3.0,13.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.23076923076923078
2764,Dostoevskaia,650000,8,walk,agency,0,21,8.0,24.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.3333333333333333
2765,Barrikadnaia,210000,14,walk,agency,0,34,15.0,18.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8333333333333334
2766,Smolenskaia,110000,5,walk,agency,0,2,5.0,6.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.8333333333333334
2767,Tretiakovskaia,600000,6,walk,agency,0,1,5.0,7.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.7142857142857143
2768,Krylatskoe,800000,23,transport,agency,0,191,1.0,2.0,7,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.10419492167123795,0.5
2769,Kurskaia,500000,12,walk,agency,0,60,4.0,11.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.36363636363636365
2770,Kropotkinskaia,240000,6,walk,agency,0,27,2.0,3.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.6666666666666666
2771,Elektrozavodskaia,95000,11,walk,agency,0,21,4.0,11.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.36363636363636365
2772,Novoslobodskaia,797641,3,walk,agency,0,46,6.0,6.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,1.0
2773,Smolenskaia,250000,13,walk,agency,0,50,4.0,13.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.3076923076923077
2774,Kropotkinskaia,290000,8,walk,agency,0,8,6.0,9.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.6666666666666666
2775,Sretenskii bulvar,320000,5,walk,agency,0,69,3.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5
2776,Smolenskaia,180000,10,walk,agency,0,21,4.0,5.0,1,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.01488498881017685,0.8
2777,Shchukinskaia,210000,14,walk,agency,0,36,37.0,48.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.7708333333333334
2778,Kurskaia,750000,12,walk,agency,0,40,9.0,11.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,0.8181818181818182
2779,Sokol,300000,13,walk,agency,0,7,6.0,57.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.10526315789473684
2780,Novoslobodskaia,300000,8,walk,agency,0,70,2.0,10.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.2
2781,No data,300000,0,walk,agency,0,156,15.0,32.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.46875
2782,Paveletckaia,110000,11,walk,agency,0,19,4.0,5.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.8
2783,Trubnaia,1151501,4,walk,agency,0,37,4.0,6.0,8,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.1190799104814148,0.6666666666666666
2784,Smolenskaia,160000,10,walk,agency,0,1,5.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,1.0
2785,Novoslobodskaia,600000,8,walk,agency,0,3,5.0,10.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.5
2786,Smolenskaia,300000,3,walk,agency,0,139,3.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5
2787,Barrikadnaia,320000,12,walk,agency,0,168,20.0,25.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.8
2788,Park kultury,200000,9,walk,agency,0,1,3.0,3.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,1.0
2789,No data,900000,0,walk,agency,0,7,4.0,6.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.6666666666666666
2790,Baumanskaia,110000,15,walk,agency,0,27,8.0,12.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6666666666666666
2791,Davydkovo,300000,13,walk,agency,0,7,5.0,7.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.7142857142857143
2792,Borovitckaia,250000,11,walk,agency,0,46,7.0,12.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5833333333333334
2793,No data,800000,0,walk,agency,0,42,14.0,15.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.9333333333333333
2794,Krylatskoe,420000,17,walk,agency,0,6,8.0,13.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.6153846153846154
2795,Sokol,500000,13,walk,agency,0,10,12.0,57.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.21052631578947367
2796,Smolenskaia,425000,6,walk,agency,0,127,2.0,4.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5
2797,Chistye prudy,170000,9,walk,agency,0,19,3.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6
2798,No data,180000,0,walk,agency,0,23,23.0,25.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.92
2799,Kurskaia,418728,12,walk,agency,0,19,6.0,11.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5454545454545454
2800,Sokol,350000,13,walk,agency,0,8,4.0,57.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.07017543859649122
2801,Maiakovskaia,318000,7,walk,agency,0,50,2.0,7.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.2857142857142857
2802,No data,190000,0,walk,agency,0,40,7.0,25.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.28
2803,Turgenevskaia,230000,4,walk,agency,0,6,5.0,5.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,1.0
2804,Maiakovskaia,650000,5,walk,agency,0,5,3.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5
2805,Polianka,450000,8,walk,agency,0,33,4.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4444444444444444
2806,Prospekt Mira,250000,8,walk,agency,0,28,3.0,14.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.21428571428571427
2807,Park kultury,540000,7,walk,agency,0,17,3.0,4.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.75
2808,Shabolovskaia,260000,9,walk,agency,0,21,4.0,20.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.2
2809,Turgenevskaia,465000,4,walk,agency,0,49,3.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6
2810,Barrikadnaia,530000,12,walk,agency,0,188,2.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.3333333333333333
2811,Tretiakovskaia,170000,5,walk,agency,0,37,3.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3333333333333333
2812,Mezhdunarodnaia,700000,6,walk,agency,0,62,36.0,76.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.47368421052631576
2813,Ulitca 1905 goda,450000,8,walk,agency,0,4,7.0,12.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.5833333333333334
2814,No data,480000,0,walk,agency,0,28,2.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.3333333333333333
2815,Smolenskaia,400000,10,walk,agency,0,12,12.0,16.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.75
2816,Barrikadnaia,250000,15,walk,agency,0,54,12.0,22.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5454545454545454
2817,Smolenskaia,295000,3,walk,agency,0,20,4.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.6666666666666666
2818,Park kultury,900000,9,walk,agency,0,56,2.0,5.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.4
2819,Barrikadnaia,350000,10,walk,agency,0,24,2.0,5.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.4
2820,Kolomenskaia,170000,17,transport,agency,0,4,9.0,13.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6923076923076923
2821,No data,160000,0,transport,agency,0,1,16.0,22.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.7272727272727273
2822,Tverskaia,400000,4,walk,agency,0,11,5.0,5.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,1.0
2823,Pushkinskaia,550000,13,walk,agency,0,4,2.0,5.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.4
2824,Novokuznetckaia,300000,3,walk,agency,0,12,6.0,12.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5
2825,Pushkinskaia,750000,6,walk,agency,0,39,2.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.25
2826,Smolenskaia,380000,10,walk,agency,0,3,14.0,16.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.875
2827,Belorusskaia,628091,7,walk,agency,0,71,8.0,10.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.8
2828,Tretiakovskaia,340000,6,walk,agency,0,4,4.0,7.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5714285714285714
2829,Smolenskaia,150000,9,walk,agency,0,4,3.0,7.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.42857142857142855
2830,Sukharevskaia,270000,5,walk,agency,0,29,2.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.25
2831,Arbatskaia,330000,8,walk,agency,0,25,2.0,8.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.25
2832,Pushkinskaia,230000,10,walk,agency,0,1,7.0,16.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.4375
2833,Begovaia,400000,5,walk,agency,0,42,38.0,38.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,1.0
2834,Krasnye vorota,550000,8,walk,agency,0,186,8.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,1.0
2835,No data,300000,0,walk,agency,0,63,13.0,16.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.8125
2836,Pushkinskaia,250000,13,walk,agency,0,4,11.0,12.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.9166666666666666
2837,Kurskaia,150000,10,walk,agency,0,6,2.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.3333333333333333
2838,Arbatskaia,600000,12,walk,agency,0,164,3.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5
2839,Krasnopresnenskaia,280000,9,walk,agency,0,29,10.0,12.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8333333333333334
2840,Borovitckaia,350000,11,walk,agency,0,19,9.0,12.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.75
2841,Borovitckaia,150000,11,walk,agency,0,18,8.0,12.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.6666666666666666
2842,Novokuznetckaia,160000,4,walk,agency,0,8,3.0,9.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.3333333333333333
2843,Chekhovskaia,600000,4,walk,agency,0,4,5.0,11.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.45454545454545453
2844,Turgenevskaia,480000,6,walk,agency,0,2,4.0,5.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,0.8
2845,Kropotkinskaia,500000,6,walk,agency,0,172,3.0,7.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.42857142857142855
2846,Chistye prudy,350000,10,walk,agency,0,2,3.0,3.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,1.0
2847,Sokol,380000,13,walk,agency,0,136,6.0,57.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.10526315789473684
2848,Novokuznetckaia,180000,8,walk,agency,0,15,5.0,5.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,1.0
2849,Maiakovskaia,150000,10,walk,agency,0,34,7.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.875
2850,Polianka,290000,8,walk,agency,0,5,2.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.2222222222222222
2851,Sukharevskaia,185000,5,walk,agency,0,36,4.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5
2852,Kropotkinskaia,450000,8,walk,agency,0,14,4.0,5.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.8
2853,Arbatskaia,190000,12,walk,agency,0,3,7.0,8.0,2,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0297699776203537,0.875
2854,Trubnaia,350000,4,walk,agency,0,55,3.0,4.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.75
2855,Novokuznetckaia,350000,5,walk,agency,0,7,6.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.75
2856,Arbatskaia,150000,6,walk,agency,0,8,3.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.375
2857,Paveletckaia,230000,7,walk,agency,0,52,4.0,5.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.8
2858,Kitai-gorod,180000,9,walk,agency,0,39,4.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.6666666666666666
2859,Lubianka,220000,6,walk,agency,0,22,4.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.5
2860,Chistye prudy,982602,6,walk,agency,0,65,6.0,7.0,8,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.1190799104814148,0.8571428571428571
2861,Pushkinskaia,180000,8,walk,agency,0,12,6.0,7.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8571428571428571
2862,Tverskaia,250000,9,walk,agency,0,118,8.0,9.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8888888888888888
2863,Kropotkinskaia,350000,10,walk,agency,0,2,5.0,8.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.625
2864,Polianka,700000,1,walk,agency,0,4,5.0,10.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.5
2865,Kropotkinskaia,500000,10,walk,agency,0,8,5.0,8.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,0.625
2866,Lubianka,250000,6,walk,agency,0,38,6.0,8.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.75
2867,Trubnaia,275000,6,walk,agency,0,20,5.0,6.0,3,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.044654966430530546,0.8333333333333334
2868,Timiriazevskaia,300000,10,walk,agency,0,149,5.0,12.0,7,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.10419492167123795,0.4166666666666667
2869,Belorusskaia,500000,7,walk,agency,0,4,9.0,9.0,6,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.08930993286106109,1.0
2870,Marksistskaia,340000,9,walk,agency,0,67,11.0,15.0,5,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.07442494405088425,0.7333333333333333
2871,Krasnye vorota,180000,10,walk,agency,0,62,2.0,6.0,4,67.1817770743839,67.18177707438392,67.18177707438392,1.0000000000000002,0.0595399552407074,0.3333333333333333
